Sub,Session,Procedure[Trial],,Condition,CueCued[SubTrial],CueUncued[SubTrial],Match[SubTrial],Name[SubTrial],Stimulus[SubTrial],Type trial,Stimulus.ACC,Stimulus..CRESP,Stimulus.RESP,Stimulus.RT
23,1,Block3,8,Cued,4,0,NONMATCH,v1,H,control,1,3,3,846
23,1,Block3,9,Cued,0,0,NONMATCH,0,S,control,1,3,3,773
23,1,Block3,10,Cued,0,0,NONMATCH,d1,C,control,1,3,3,691
23,1,Block3,11,Cued,0,0,NONMATCH,0,A,control,1,3,3,487
23,1,Block3,12,Cued,0,0,NONMATCH,v2,H,4back,1,3,3,614
23,1,Block3,13,Cued,0,0,MATCH,d2,C,3back,0,4,3,698
23,1,Block3,14,Cued,4,0,NONMATCH,v1,M,control,1,3,3,1096
23,1,Block3,15,Cued,0,0,NONMATCH,0,P,control,1,3,3,855
23,1,Block3,16,Cued,0,0,NONMATCH,d1,T,control,1,3,3,552
23,1,Block3,17,Cued,0,0,NONMATCH,0,K,control,1,3,3,574
23,1,Block3,18,Cued,0,0,NONMATCH,v2,M,4back,0,3,4,928
23,1,Block3,19,Cued,0,0,MATCH,d2,T,3back,0,4,3,574
23,1,Block3,20,Cued,0,0,NONMATCH,d1,B,control,1,3,3,922
23,1,Block3,21,Cued,4,0,NONMATCH,v1,J,control,1,3,3,1111
23,1,Block3,22,Cued,0,0,NONMATCH,0,W,control,1,3,3,831
23,1,Block3,23,Cued,0,0,MATCH,d2,B,3back,0,4,3,851
23,1,Block3,24,Cued,2,0,NONMATCH,t1,E,control,1,3,3,800
23,1,Block3,25,Cued,0,0,NONMATCH,v2,J,4back,0,3,4,1579
23,1,Block3,26,Cued,0,0,NONMATCH,t2,E,2back,0,3,4,1034
23,1,Block3,27,Cued,4,0,NONMATCH,v1,L,control,1,3,3,974
23,1,Block3,28,Cued,0,0,NONMATCH,0,Y,control,1,3,3,802
23,1,Block3,29,Cued,0,0,NONMATCH,0,Z,control,1,3,3,740
23,1,Block3,30,Cued,2,0,NONMATCH,t1,D,control,1,3,3,651
23,1,Block3,31,Cued,0,0,NONMATCH,v2,L,4back,0,3,4,1919
23,1,Block3,32,Cued,0,0,NONMATCH,t2,D,2back,1,3,3,763
23,1,Block4,1,Cued,0,0,NONMATCH,0,L,control,1,3,3,1125
23,1,Block4,2,Cued,2,0,NONMATCH,t1,E,control,1,3,3,929
23,1,Block4,3,Cued,2,0,NONMATCH,t1,M,control,1,3,3,924
23,1,Block4,4,Cued,0,0,NONMATCH,t2,E,2back,0,3,,0
23,1,Block4,5,Cued,0,0,NONMATCH,t2,M,2back,0,3,4,1040
23,1,Block4,6,Cued,0,0,NONMATCH,d1,A,control,1,3,3,891
23,1,Block4,7,Cued,0,0,NONMATCH,0,Z,control,1,3,3,1030
23,1,Block4,8,Cued,2,0,NONMATCH,t1,R,control,1,3,3,887
23,1,Block4,9,Cued,0,0,MATCH,d2,A,3back,0,4,3,756
23,1,Block4,10,Cued,0,0,NONMATCH,t2,R,2back,1,3,3,1216
23,1,Block4,11,Cued,0,0,NONMATCH,d1,C,control,1,3,3,1371
23,1,Block4,12,Cued,0,0,NONMATCH,0,U,control,1,3,3,1151
23,1,Block4,13,Cued,4,0,NONMATCH,v1,P,control,1,3,3,1046
23,1,Block4,14,Cued,0,0,MATCH,d2,C,3back,1,4,4,1247
23,1,Block4,15,Cued,0,0,NONMATCH,0,J,control,1,3,3,795
23,1,Block4,16,Cued,0,0,NONMATCH,d1,T,control,1,3,3,850
23,1,Block4,17,Cued,0,0,NONMATCH,v2,P,4back,0,3,4,954
23,1,Block4,18,Cued,4,0,NONMATCH,v1,H,control,1,3,3,982
23,1,Block4,19,Cued,0,0,MATCH,d2,T,3back,0,4,3,964
23,1,Block4,20,Cued,0,0,NONMATCH,0,S,control,1,3,3,893
23,1,Block4,21,Cued,2,0,NONMATCH,t1,K,control,1,3,3,1281
23,1,Block4,22,Cued,0,0,NONMATCH,v2,H,4back,0,3,4,466
23,1,Block4,23,Cued,0,0,NONMATCH,t2,K,2back,1,3,3,1293
23,1,Block4,24,Cued,4,0,NONMATCH,v1,Y,control,1,3,3,672
23,1,Block4,25,Cued,0,0,NONMATCH,0,O,control,1,3,3,1070
23,1,Block4,26,Cued,0,0,NONMATCH,d1,D,control,1,3,3,855
23,1,Block4,27,Cued,4,0,NONMATCH,v1,G,control,1,3,3,784
23,1,Block4,28,Cued,0,0,NONMATCH,v2,Y,4back,0,3,4,800
23,1,Block4,29,Cued,0,0,MATCH,d2,D,3back,1,4,4,1592
23,1,Block4,30,Cued,0,0,NONMATCH,0,B,control,1,3,3,708
23,1,Block4,31,Cued,0,0,NONMATCH,v2,G,4back,1,3,3,1785
23,1,Block4,32,Cued,0,0,NONMATCH,0,W,control,1,3,3,964
24,1,Block1,1,Uncued,4,0,NONMATCH,v1,O,control,1,3,3,388
24,1,Block1,2,Uncued,0,0,NONMATCH,0,P,control,1,3,3,358
24,1,Block1,3,Uncued,0,0,NONMATCH,d1,U,control,1,3,3,290
24,1,Block1,4,Uncued,0,0,NONMATCH,0,H,control,1,3,3,364
24,1,Block1,5,Uncued,0,0,NONMATCH,v2,O,4back,1,3,3,491
24,1,Block1,6,Uncued,0,0,MATCH,d2,U,3back,1,4,4,562
24,1,Block1,7,Uncued,2,0,NONMATCH,t1,S,control,1,3,3,368
24,1,Block1,8,Uncued,0,0,NONMATCH,0,E,control,1,3,3,266
24,1,Block1,9,Uncued,0,0,NONMATCH,t2,S,2back,1,3,3,477
24,1,Block1,10,Uncued,2,0,NONMATCH,t1,G,control,1,3,3,558
24,1,Block1,11,Uncued,4,0,NONMATCH,v1,T,control,1,3,3,356
24,1,Block1,12,Uncued,0,0,NONMATCH,t2,G,2back,0,3,4,635
24,1,Block1,13,Uncued,4,0,NONMATCH,v1,K,control,1,3,3,458
24,1,Block1,14,Uncued,0,0,NONMATCH,0,W,control,1,3,3,370
24,1,Block1,15,Uncued,0,0,NONMATCH,v2,T,4back,1,3,3,296
24,1,Block1,16,Uncued,0,0,NONMATCH,d1,C,control,1,3,3,534
24,1,Block1,17,Uncued,0,0,NONMATCH,v2,K,4back,0,3,4,446
24,1,Block1,18,Uncued,0,0,NONMATCH,0,M,control,1,3,3,279
24,1,Block1,19,Uncued,0,0,MATCH,d2,C,3back,0,4,3,296
24,1,Block1,20,Uncued,0,0,NONMATCH,d1,Z,control,1,3,3,512
24,1,Block1,21,Uncued,4,0,NONMATCH,v1,B,control,1,3,3,325
24,1,Block1,22,Uncued,0,0,NONMATCH,0,J,control,1,3,3,430
24,1,Block1,23,Uncued,0,0,MATCH,d2,Z,3back,1,4,4,913
24,1,Block1,24,Uncued,2,0,NONMATCH,t1,Y,control,1,3,3,381
24,1,Block1,25,Uncued,0,0,NONMATCH,v2,B,4back,1,3,3,416
24,1,Block1,26,Uncued,0,0,NONMATCH,t2,Y,2back,0,3,4,1198
24,1,Block1,27,Uncued,0,0,NONMATCH,d1,L,control,1,3,3,324
24,1,Block1,28,Uncued,0,0,NONMATCH,0,A,control,1,3,3,365
24,1,Block1,29,Uncued,2,0,NONMATCH,t1,R,control,1,3,3,460
24,1,Block1,30,Uncued,0,0,MATCH,d2,L,3back,0,4,3,781
24,1,Block1,31,Uncued,0,0,NONMATCH,t2,R,2back,0,3,4,380
24,1,Block1,32,Uncued,0,0,NONMATCH,0,D,control,1,3,3,391
24,1,Block2,1,Uncued,2,0,NONMATCH,t1,S,control,1,3,3,278
24,1,Block2,2,Uncued,0,0,NONMATCH,0,A,control,1,3,3,269
24,1,Block2,3,Uncued,0,0,NONMATCH,t2,S,2back,1,3,3,200
24,1,Block2,4,Uncued,4,0,NONMATCH,v1,T,control,1,3,3,493
24,1,Block2,5,Uncued,0,0,NONMATCH,0,C,control,1,3,3,391
24,1,Block2,6,Uncued,0,0,NONMATCH,d1,R,control,1,3,3,449
24,1,Block2,7,Uncued,0,0,NONMATCH,0,U,control,1,3,3,450
24,1,Block2,8,Uncued,0,0,NONMATCH,v2,T,4back,0,3,4,646
24,1,Block2,9,Uncued,0,0,MATCH,d2,R,3back,0,4,3,220
24,1,Block2,10,Uncued,2,0,NONMATCH,t1,H,control,1,3,3,419
24,1,Block2,11,Uncued,4,0,NONMATCH,v1,W,control,1,3,3,425
24,1,Block2,12,Uncued,0,0,NONMATCH,t2,H,2back,0,3,4,588
24,1,Block2,13,Uncued,0,0,NONMATCH,d1,M,control,1,3,3,296
24,1,Block2,14,Uncued,0,0,NONMATCH,0,Y,control,1,3,3,226
24,1,Block2,15,Uncued,0,0,NONMATCH,v2,W,4back,1,3,3,374
24,1,Block2,16,Uncued,0,0,MATCH,d2,M,3back,1,4,4,439
24,1,Block2,17,Uncued,0,0,NONMATCH,d1,P,control,1,3,3,209
24,1,Block2,18,Uncued,0,0,NONMATCH,0,D,control,1,3,3,197
24,1,Block2,19,Uncued,4,0,NONMATCH,v1,Z,control,1,3,3,409
24,1,Block2,20,Uncued,0,0,MATCH,d2,P,3back,1,4,4,347
24,1,Block2,21,Uncued,0,0,NONMATCH,0,G,control,1,3,3,191
24,1,Block2,22,Uncued,2,0,NONMATCH,t1,J,control,1,3,3,190
24,1,Block2,23,Uncued,0,0,NONMATCH,v2,Z,4back,1,3,3,323
24,1,Block2,24,Uncued,0,0,NONMATCH,t2,J,2back,0,3,4,825
24,1,Block2,25,Uncued,4,0,NONMATCH,v1,L,control,1,3,3,425
24,1,Block2,26,Uncued,0,0,NONMATCH,0,E,control,1,3,3,429
24,1,Block2,27,Uncued,0,0,NONMATCH,0,K,control,1,3,3,288
24,1,Block2,28,Uncued,0,0,NONMATCH,d1,B,control,1,3,3,414
24,1,Block2,29,Uncued,0,0,NONMATCH,v2,L,4back,1,3,3,873
24,1,Block2,30,Uncued,2,0,NONMATCH,t1,O,control,1,3,3,412
24,1,Block2,31,Uncued,0,0,MATCH,d2,B,3back,1,4,4,458
24,1,Block2,32,Uncued,0,0,NONMATCH,t2,O,2back,1,3,3,248
24,1,Block3,1,Cued,4,0,NONMATCH,v1,B,control,0,3,4,1039
24,1,Block3,2,Cued,2,0,NONMATCH,t1,C,control,1,3,3,703
24,1,Block3,3,Cued,0,0,NONMATCH,0,G,control,1,3,3,440
24,1,Block3,4,Cued,0,0,NONMATCH,t2,C,2back,1,3,3,471
24,1,Block3,5,Cued,0,0,NONMATCH,v2,B,4back,1,3,3,1018
24,1,Block3,6,Cued,0,0,NONMATCH,d1,O,control,1,3,3,975
24,1,Block3,7,Cued,0,0,NONMATCH,0,D,control,1,3,3,452
24,1,Block3,8,Cued,4,0,NONMATCH,v1,M,control,1,3,3,589
24,1,Block3,9,Cued,0,0,MATCH,d2,O,3back,0,4,3,344
24,1,Block3,10,Cued,0,0,NONMATCH,0,K,control,1,3,3,360
24,1,Block3,11,Cued,0,0,NONMATCH,d1,W,control,1,3,3,2379
24,1,Block3,12,Cued,0,0,NONMATCH,v2,M,4back,0,3,4,765
24,1,Block3,13,Cued,2,0,NONMATCH,t1,S,control,1,3,3,290
24,1,Block3,14,Cued,0,0,MATCH,d2,W,3back,0,4,3,271
24,1,Block3,15,Cued,0,0,NONMATCH,t2,S,2back,1,3,3,450
24,1,Block3,16,Cued,4,0,NONMATCH,v1,T,control,1,3,3,637
24,1,Block3,17,Cued,0,0,NONMATCH,0,P,control,1,3,3,586
24,1,Block3,18,Cued,0,0,NONMATCH,0,R,control,1,3,3,858
24,1,Block3,19,Cued,2,0,NONMATCH,t1,Z,control,1,3,3,466
24,1,Block3,20,Cued,0,0,NONMATCH,v2,T,4back,0,3,4,731
24,1,Block3,21,Cued,0,0,NONMATCH,t2,Z,2back,1,3,3,366
24,1,Block3,22,Cued,4,0,NONMATCH,v1,E,control,1,3,3,865
24,1,Block3,23,Cued,0,0,NONMATCH,0,U,control,1,3,3,480
24,1,Block3,24,Cued,0,0,NONMATCH,d1,J,control,1,3,3,808
24,1,Block3,25,Cued,0,0,NONMATCH,0,Y,control,1,3,3,866
24,1,Block3,26,Cued,0,0,NONMATCH,v2,E,4back,1,3,3,929
24,1,Block3,27,Cued,0,0,MATCH,d2,J,3back,1,4,4,509
24,1,Block3,28,Cued,0,0,NONMATCH,d1,H,control,1,3,3,466
24,1,Block3,29,Cued,0,0,NONMATCH,0,A,control,1,3,3,299
24,1,Block3,30,Cued,2,0,NONMATCH,t1,L,control,1,3,3,463
24,1,Block3,31,Cued,0,0,MATCH,d2,H,3back,1,4,4,387
24,1,Block3,32,Cued,0,0,NONMATCH,t2,L,2back,1,3,3,262
24,1,Block4,1,Cued,4,0,NONMATCH,v1,H,control,1,3,3,941
24,1,Block4,2,Cued,2,0,NONMATCH,t1,C,control,1,3,3,344
24,1,Block4,3,Cued,0,0,NONMATCH,0,E,control,1,3,3,792
24,1,Block4,4,Cued,0,0,NONMATCH,t2,C,2back,1,3,3,1741
24,1,Block4,5,Cued,0,0,NONMATCH,v2,H,4back,1,3,3,406
24,1,Block4,6,Cued,0,0,NONMATCH,d1,S,control,1,3,3,849
24,1,Block4,7,Cued,0,0,NONMATCH,0,J,control,1,3,3,548
24,1,Block4,8,Cued,4,0,NONMATCH,v1,P,control,1,3,3,675
24,1,Block4,9,Cued,0,0,MATCH,d2,S,3back,1,4,4,1477
24,1,Block4,10,Cued,0,0,NONMATCH,0,B,control,1,3,3,269
24,1,Block4,11,Cued,0,0,NONMATCH,d1,U,control,1,3,3,578
24,1,Block4,12,Cued,0,0,NONMATCH,v2,P,4back,0,3,4,1193
24,1,Block4,13,Cued,4,0,NONMATCH,v1,O,control,1,3,3,791
24,1,Block4,14,Cued,0,0,MATCH,d2,U,3back,0,4,3,962
24,1,Block4,15,Cued,0,0,NONMATCH,0,L,control,1,3,3,844
24,1,Block4,16,Cued,0,0,NONMATCH,d1,R,control,1,3,3,674
24,1,Block4,17,Cued,0,0,NONMATCH,v2,O,4back,1,3,3,2034
24,1,Block4,18,Cued,0,0,NONMATCH,0,Z,control,1,3,3,539
24,1,Block4,19,Cued,0,0,MATCH,d2,R,3back,1,4,4,514
24,1,Block4,20,Cued,4,0,NONMATCH,v1,K,control,1,3,3,321
24,1,Block4,21,Cued,2,0,NONMATCH,t1,M,control,1,3,3,332
24,1,Block4,22,Cued,0,0,NONMATCH,0,D,control,1,3,3,836
24,1,Block4,23,Cued,0,0,NONMATCH,t2,M,2back,1,3,3,829
24,1,Block4,24,Cued,0,0,NONMATCH,v2,K,4back,1,3,3,1176
24,1,Block4,25,Cued,2,0,NONMATCH,t1,W,control,1,3,3,524
24,1,Block4,26,Cued,0,0,NONMATCH,0,G,control,1,3,3,781
24,1,Block4,27,Cued,0,0,NONMATCH,t2,W,2back,0,3,4,766
24,1,Block4,28,Cued,2,0,NONMATCH,t1,A,control,1,3,3,611
24,1,Block4,29,Cued,0,0,NONMATCH,d1,T,control,1,3,3,313
24,1,Block4,30,Cued,0,0,NONMATCH,t2,A,2back,1,3,3,747
24,1,Block4,31,Cued,0,0,NONMATCH,0,Y,control,1,3,3,629
24,1,Block4,32,Cued,0,0,MATCH,d2,T,3back,1,4,4,796
25,1,Block1,1,Uncued,0,0,NONMATCH,d1,J,control,1,4,4,861
25,1,Block1,2,Uncued,0,0,NONMATCH,0,B,control,1,4,4,518
25,1,Block1,3,Uncued,4,0,NONMATCH,v1,L,control,1,4,4,674
25,1,Block1,4,Uncued,0,0,MATCH,d2,J,3back,1,3,3,472
25,1,Block1,5,Uncued,0,0,NONMATCH,0,S,control,1,4,4,721
25,1,Block1,6,Uncued,2,0,NONMATCH,t1,W,control,1,4,4,695
25,1,Block1,7,Uncued,0,0,NONMATCH,v2,L,4back,1,4,4,1409
25,1,Block1,8,Uncued,0,0,NONMATCH,t2,W,2back,0,4,3,1456
25,1,Block1,9,Uncued,2,0,NONMATCH,t1,U,control,1,4,4,2115
25,1,Block1,10,Uncued,0,0,NONMATCH,d1,T,control,1,4,4,659
25,1,Block1,11,Uncued,0,0,NONMATCH,t2,U,2back,1,4,4,1064
25,1,Block1,12,Uncued,2,0,NONMATCH,t1,G,control,1,4,4,1070
25,1,Block1,13,Uncued,0,0,MATCH,d2,T,3back,1,3,3,775
25,1,Block1,14,Uncued,0,0,NONMATCH,t2,G,2back,1,4,4,1500
25,1,Block1,15,Uncued,2,0,NONMATCH,t1,E,control,1,4,4,1205
25,1,Block1,16,Uncued,0,0,NONMATCH,d1,M,control,1,4,4,700
25,1,Block1,17,Uncued,0,0,NONMATCH,t2,E,2back,1,4,4,1508
25,1,Block1,18,Uncued,0,0,NONMATCH,0,D,control,1,4,4,742
25,1,Block1,19,Uncued,0,0,MATCH,d2,M,3back,1,3,3,1016
25,1,Block1,20,Uncued,4,0,NONMATCH,v1,A,control,1,4,4,906
25,1,Block1,21,Uncued,0,0,NONMATCH,0,P,control,1,4,4,733
25,1,Block1,22,Uncued,4,0,NONMATCH,v1,R,control,1,4,4,922
25,1,Block1,23,Uncued,0,0,NONMATCH,0,H,control,1,4,4,1131
25,1,Block1,24,Uncued,0,0,NONMATCH,v2,A,4back,0,4,3,681
25,1,Block1,25,Uncued,4,0,NONMATCH,v1,C,control,1,4,4,1128
25,1,Block1,26,Uncued,0,0,NONMATCH,v2,R,4back,1,4,4,603
25,1,Block1,27,Uncued,0,0,NONMATCH,0,K,control,1,4,4,597
25,1,Block1,28,Uncued,0,0,NONMATCH,d1,Y,control,1,4,4,657
25,1,Block1,29,Uncued,0,0,NONMATCH,v2,C,4back,1,4,4,2054
25,1,Block1,30,Uncued,0,0,NONMATCH,0,Z,control,1,4,4,2049
25,1,Block1,31,Uncued,0,0,MATCH,d2,Y,3back,1,3,3,984
25,1,Block1,32,Uncued,0,0,NONMATCH,0,O,control,1,4,4,1349
25,1,Block2,1,Uncued,4,0,NONMATCH,v1,E,control,1,4,4,665
25,1,Block2,2,Uncued,0,0,NONMATCH,0,C,control,1,4,4,602
25,1,Block2,3,Uncued,0,0,NONMATCH,0,G,control,1,4,4,1621
25,1,Block2,4,Uncued,2,0,NONMATCH,t1,L,control,1,4,4,831
25,1,Block2,5,Uncued,0,0,NONMATCH,v2,E,4back,1,4,4,1257
25,1,Block2,6,Uncued,0,0,NONMATCH,t2,L,2back,1,4,4,2338
25,1,Block2,7,Uncued,2,0,NONMATCH,t1,U,control,1,4,4,749
25,1,Block2,8,Uncued,0,0,NONMATCH,d1,Y,control,1,4,4,711
25,1,Block2,9,Uncued,0,0,NONMATCH,t2,U,2back,1,4,4,1018
25,1,Block2,10,Uncued,2,0,NONMATCH,t1,A,control,1,4,4,950
25,1,Block2,11,Uncued,0,0,MATCH,d2,Y,3back,1,3,3,894
25,1,Block2,12,Uncued,0,0,NONMATCH,t2,A,2back,1,4,4,1288
25,1,Block2,13,Uncued,4,0,NONMATCH,v1,S,control,1,4,4,1246
25,1,Block2,14,Uncued,0,0,NONMATCH,0,T,control,1,4,4,1310
25,1,Block2,15,Uncued,0,0,NONMATCH,0,O,control,1,4,4,834
25,1,Block2,16,Uncued,0,0,NONMATCH,d1,R,control,1,4,4,1074
25,1,Block2,17,Uncued,0,0,NONMATCH,v2,S,4back,0,4,3,700
25,1,Block2,18,Uncued,4,0,NONMATCH,v1,W,control,1,4,4,901
25,1,Block2,19,Uncued,0,0,MATCH,d2,R,3back,0,3,4,1234
25,1,Block2,20,Uncued,0,0,NONMATCH,0,M,control,1,4,4,935
25,1,Block2,21,Uncued,0,0,NONMATCH,d1,H,control,1,4,4,845
25,1,Block2,22,Uncued,0,0,NONMATCH,v2,W,4back,0,4,3,1088
25,1,Block2,23,Uncued,0,0,NONMATCH,d1,D,control,1,4,4,876
25,1,Block2,24,Uncued,0,0,MATCH,d2,H,3back,0,3,4,1403
25,1,Block2,25,Uncued,2,0,NONMATCH,t1,B,control,1,4,4,1045
25,1,Block2,26,Uncued,0,0,MATCH,d2,D,3back,0,3,4,905
25,1,Block2,27,Uncued,0,0,NONMATCH,t2,B,2back,0,4,3,1061
25,1,Block2,28,Uncued,4,0,NONMATCH,v1,Z,control,1,4,4,1412
25,1,Block2,29,Uncued,0,0,NONMATCH,0,J,control,1,4,4,601
25,1,Block2,30,Uncued,0,0,NONMATCH,0,P,control,1,4,4,727
25,1,Block2,31,Uncued,0,0,NONMATCH,0,K,control,1,4,4,847
25,1,Block2,32,Uncued,0,0,NONMATCH,v2,Z,4back,0,4,3,536
25,1,Block3,1,Cued,0,0,NONMATCH,0,W,control,1,4,4,1647
25,1,Block3,2,Cued,4,0,NONMATCH,v1,O,control,1,4,4,1363
25,1,Block3,3,Cued,0,0,NONMATCH,0,Y,control,1,4,4,931
25,1,Block3,4,Cued,0,0,NONMATCH,d1,S,control,1,4,4,959
25,1,Block3,5,Cued,0,0,NONMATCH,0,E,control,1,4,4,683
25,1,Block3,6,Cued,0,0,NONMATCH,v2,O,4back,1,4,4,758
25,1,Block3,7,Cued,0,0,MATCH,d2,S,3back,0,3,4,1379
25,1,Block3,8,Cued,0,0,NONMATCH,d1,R,control,1,4,4,1582
25,1,Block3,9,Cued,4,0,NONMATCH,v1,C,control,1,4,4,2750
25,1,Block3,10,Cued,0,0,NONMATCH,0,U,control,1,4,4,2047
25,1,Block3,11,Cued,0,0,MATCH,d2,R,3back,0,3,4,1354
25,1,Block3,12,Cued,2,0,NONMATCH,t1,M,control,1,4,4,1190
25,1,Block3,13,Cued,0,0,NONMATCH,v2,C,4back,0,4,3,1007
25,1,Block3,14,Cued,0,0,NONMATCH,t2,M,2back,1,4,4,1878
25,1,Block3,15,Cued,4,0,NONMATCH,v1,Z,control,1,4,4,1748
25,1,Block3,16,Cued,2,0,NONMATCH,t1,D,control,1,4,4,2509
25,1,Block3,17,Cued,0,0,NONMATCH,0,B,control,1,4,4,964
25,1,Block3,18,Cued,0,0,NONMATCH,t2,D,2back,1,4,4,1006
25,1,Block3,19,Cued,0,0,NONMATCH,v2,Z,4back,0,4,3,943
25,1,Block3,20,Cued,2,0,NONMATCH,t1,G,control,1,4,4,960
25,1,Block3,21,Cued,0,0,NONMATCH,d1,P,control,1,4,4,566
25,1,Block3,22,Cued,0,0,NONMATCH,t2,G,2back,1,4,4,1033
25,1,Block3,23,Cued,0,0,NONMATCH,0,T,control,1,4,4,702
25,1,Block3,24,Cued,0,0,MATCH,d2,P,3back,1,3,3,1097
25,1,Block3,25,Cued,4,0,NONMATCH,v1,K,control,1,4,4,1554
25,1,Block3,26,Cued,0,0,NONMATCH,0,A,control,1,4,4,539
25,1,Block3,27,Cued,0,0,NONMATCH,0,L,control,1,4,4,1063
25,1,Block3,28,Cued,0,0,NONMATCH,d1,J,control,1,4,4,1042
25,1,Block3,29,Cued,0,0,NONMATCH,v2,K,4back,0,4,3,672
25,1,Block3,30,Cued,2,0,NONMATCH,t1,H,control,1,4,4,1002
25,1,Block3,31,Cued,0,0,MATCH,d2,J,3back,0,3,4,792
25,1,Block3,32,Cued,0,0,NONMATCH,t2,H,2back,0,4,3,893
25,1,Block4,1,Cued,2,0,NONMATCH,t1,P,control,1,4,4,1157
25,1,Block4,2,Cued,4,0,NONMATCH,v1,L,control,1,4,4,770
25,1,Block4,3,Cued,0,0,NONMATCH,t2,P,2back,1,4,4,841
25,1,Block4,4,Cued,0,0,NONMATCH,0,E,control,1,4,4,698
25,1,Block4,5,Cued,4,0,NONMATCH,v1,H,control,1,4,4,793
25,1,Block4,6,Cued,0,0,NONMATCH,v2,L,4back,0,4,3,585
25,1,Block4,7,Cued,0,0,NONMATCH,0,K,control,1,4,4,862
25,1,Block4,8,Cued,2,0,NONMATCH,t1,A,control,1,4,4,640
25,1,Block4,9,Cued,0,0,NONMATCH,v2,H,4back,1,4,4,1120
25,1,Block4,10,Cued,0,0,NONMATCH,t2,A,2back,1,4,4,1155
25,1,Block4,11,Cued,2,0,NONMATCH,t1,W,control,1,4,4,696
25,1,Block4,12,Cued,0,0,NONMATCH,d1,O,control,1,4,4,575
25,1,Block4,13,Cued,0,0,NONMATCH,t2,W,2back,0,4,3,1778
25,1,Block4,14,Cued,4,0,NONMATCH,v1,M,control,1,4,4,863
25,1,Block4,15,Cued,0,0,MATCH,d2,O,3back,0,3,4,810
25,1,Block4,16,Cued,0,0,NONMATCH,0,B,control,1,4,4,1362
25,1,Block4,17,Cued,2,0,NONMATCH,t1,R,control,1,4,4,743
25,1,Block4,18,Cued,0,0,NONMATCH,v2,M,4back,1,4,4,1379
25,1,Block4,19,Cued,0,0,NONMATCH,t2,R,2back,1,4,4,774
25,1,Block4,20,Cued,0,0,NONMATCH,d1,Z,control,1,4,4,927
25,1,Block4,21,Cued,0,0,NONMATCH,0,J,control,1,4,4,663
25,1,Block4,22,Cued,0,0,NONMATCH,d1,T,control,1,4,4,726
25,1,Block4,23,Cued,0,0,MATCH,d2,Z,3back,1,3,3,855
25,1,Block4,24,Cued,0,0,NONMATCH,0,C,control,1,4,4,931
25,1,Block4,25,Cued,0,0,MATCH,d2,T,3back,0,3,4,951
25,1,Block4,26,Cued,4,0,NONMATCH,v1,Y,control,1,4,4,930
25,1,Block4,27,Cued,0,0,NONMATCH,0,U,control,1,4,4,715
25,1,Block4,28,Cued,0,0,NONMATCH,0,G,control,1,4,4,683
25,1,Block4,29,Cued,0,0,NONMATCH,d1,D,control,1,4,4,743
25,1,Block4,30,Cued,0,0,NONMATCH,v2,Y,4back,0,4,3,1552
25,1,Block4,31,Cued,0,0,NONMATCH,0,S,control,1,4,4,480
25,1,Block4,32,Cued,0,0,MATCH,d2,D,3back,0,3,4,495
26,1,Block1,1,Uncued,0,0,NONMATCH,0,A,control,1,4,4,714
26,1,Block1,2,Uncued,4,0,NONMATCH,v1,U,control,1,4,4,712
26,1,Block1,3,Uncued,2,0,NONMATCH,t1,M,control,1,4,4,513
26,1,Block1,4,Uncued,0,0,NONMATCH,0,K,control,1,4,4,466
26,1,Block1,5,Uncued,0,0,NONMATCH,t2,M,2back,0,4,3,782
26,1,Block1,6,Uncued,0,0,NONMATCH,v2,U,4back,0,4,3,982
26,1,Block1,7,Uncued,2,0,NONMATCH,t1,R,control,1,4,4,360
26,1,Block1,8,Uncued,4,0,NONMATCH,v1,Y,control,1,4,4,476
26,1,Block1,9,Uncued,0,0,NONMATCH,t2,R,2back,1,4,4,966
26,1,Block1,10,Uncued,0,0,NONMATCH,0,G,control,1,4,4,630
26,1,Block1,11,Uncued,0,0,NONMATCH,d1,C,control,1,4,4,758
26,1,Block1,12,Uncued,0,0,NONMATCH,v2,Y,4back,1,4,4,744
26,1,Block1,13,Uncued,0,0,NONMATCH,0,P,control,1,4,4,624
26,1,Block1,14,Uncued,0,0,MATCH,d2,C,3back,1,3,3,921
26,1,Block1,15,Uncued,4,0,NONMATCH,v1,E,control,1,4,4,703
26,1,Block1,16,Uncued,0,0,NONMATCH,0,D,control,1,4,4,589
26,1,Block1,17,Uncued,0,0,NONMATCH,d1,W,control,1,4,4,484
26,1,Block1,18,Uncued,4,0,NONMATCH,v1,Z,control,1,4,4,576
26,1,Block1,19,Uncued,0,0,NONMATCH,v2,E,4back,0,4,3,439
26,1,Block1,20,Uncued,0,0,MATCH,d2,W,3back,0,3,4,393
26,1,Block1,21,Uncued,0,0,NONMATCH,0,T,control,1,4,4,746
26,1,Block1,22,Uncued,0,0,NONMATCH,v2,Z,4back,1,4,4,1426
26,1,Block1,23,Uncued,0,0,NONMATCH,d1,B,control,1,4,4,628
26,1,Block1,24,Uncued,0,0,NONMATCH,0,O,control,1,4,4,388
26,1,Block1,25,Uncued,2,0,NONMATCH,t1,S,control,1,4,4,450
26,1,Block1,26,Uncued,0,0,MATCH,d2,B,3back,1,3,3,677
26,1,Block1,27,Uncued,0,0,NONMATCH,t2,S,2back,1,4,4,339
26,1,Block1,28,Uncued,2,0,NONMATCH,t1,J,control,1,4,4,1102
